L -1965.4066, 543.4656, 20.0957,  -2066.6567, 543.4675, 20.0957,  0, 0, 0
L -2066.6567, 543.4665, 20.0957,  -2165.4077, 543.4650, 20.0957,  0, 0, 0
L -2165.4077, 543.4650, 20.0957,  -2165.4087, 658.0341, 20.0957,  0, 0, 0
L -2165.4087, 658.0341, 20.0957,  -1822.5281, 658.0343, 20.0957,  0, 0, 0
L -1822.5281, 658.0343, 20.0957,  -1822.5275, 546.3543, 20.0957,  0, 0, 0
L -1822.5275, 546.3543, 20.0957,  -1820.9966, 535.4946, 20.0957,  0, 0, 0
L -1820.9966, 535.4946, 20.0957,  -1821.0017, 507.6873, 20.0957,  0, 0, 0
L -1965.4066, 543.4656, 20.0957,  -1965.4094, 394.6532, 20.0957,  0, 0, 0
L -1965.4094, 394.6532, 20.0957,  -1822.5261, 394.6533, 20.0957,  0, 0, 0
L -1822.5261, 394.6533, 20.0957,  -1820.8362, 441.6235, 20.0957,  0, 0, 0
L -1820.8362, 441.6235, 20.0957,  -1637.6901, 441.6266, 20.0957,  0, 0, 0
L -1637.6901, 441.6266, 20.0601,  -1637.6882, 412.6873, 25.2599,  0, 0, 0
L -1766.2249, 339.1422, 203.7980,  -1768.0245, 272.7361, 227.5541,  125, 25, 0
L -1768.0245, 272.7361, 227.5541,  -1770.0457, 235.9909, 220.0982,  125, 25, 0
L -1770.0457, 235.9909, 220.0982,  -1773.6152, 197.9224, 220.3337,  125, 25, 0
L -1773.6152, 197.9224, 220.3337,  -1785.9960, 9.4315, 200.1986,  125, 25, 0
L -1785.9960, 9.4315, 200.1986,  -1795.6194, -19.0660, 199.2766,  125, 25, 0
L -1795.6194, -19.0660, 199.2766,  -1806.6416, -56.0850, 196.7531,  125, 25, 0
L -1806.6416, -56.0850, 196.7531,  -1816.2549, -112.5790, 177.0289,  125, 25, 0
L -1816.2549, -112.5790, 177.0289,  -1823.4310, -154.6872, 194.8467,  125, 25, 0
L -1823.4310, -154.6872, 194.8467,  -1822.0370, -208.2753, 222.2708,  125, 25, 0
L -1822.0370, -208.2753, 222.2708,  -1809.6005, -243.8869, 232.4414,  125, 25, 0
L -1809.6005, -243.8869, 232.4414,  -1788.4414, -276.4234, 238.8497,  125, 25, 0
L -1788.4414, -276.4234, 238.8497,  -1777.3806, -323.1028, 238.3463,  125, 25, 0
L -1777.3806, -323.1028, 238.3463,  -1786.5310, -367.5322, 246.2218,  125, 25, 0
L -1786.5310, -367.5322, 246.2218,  -1793.9827, -413.3968, 245.0174,  125, 25, 0
L -1793.9827, -413.3968, 245.0174,  -1797.8032, -450.6480, 225.0807,  125, 25, 0
L -1797.8032, -450.6480, 225.0807,  -1817.0602, -480.0365, 227.5679,  125, 25, 0
L -1817.0602, -480.0365, 227.5679,  -1826.2969, -503.3680, 222.7481,  125, 25, 0
L -1826.2969, -503.3680, 222.7481,  -1829.3303, -519.6992, 217.5493,  125, 25, 0
L -1829.3303, -519.6992, 217.5493,  -1834.1200, -545.4798, 217.7307,  125, 25, 0
L -1834.1200, -545.4798, 217.7307,  -1840.6425, -584.0929, 218.4509,  125, 25, 0
L -1840.6425, -584.0929, 218.4509,  -1841.1262, -623.2247, 224.9724,  125, 25, 0
L -1841.1262, -623.2247, 224.9724,  -1834.9617, -652.5093, 231.3345,  125, 25, 0
L -1834.9617, -652.5093, 231.3345,  -1828.6573, -680.0984, 242.1879,  125, 25, 0
L -1828.6573, -680.0984, 242.1879,  -1822.6465, -701.4847, 251.9202,  125, 25, 0
L -1822.6465, -701.4847, 251.9202,  -1813.2622, -732.5582, 263.9275,  125, 25, 0
L -1813.2622, -732.5582, 263.9275,  -1809.2020, -773.6931, 273.4268,  125, 25, 0
L -1809.2020, -773.6931, 273.4268,  -1816.4520, -807.5137, 275.8508,  125, 25, 0
L -1816.4520, -807.5137, 275.8508,  -1822.6182, -836.7014, 272.7914,  125, 25, 0
L -1822.6182, -836.7014, 272.7914,  -1827.4879, -873.5657, 267.7327,  125, 25, 0
L -1827.4879, -873.5657, 267.7327,  -1829.2311, -911.1014, 253.6295,  125, 25, 0
L -1829.2311, -911.1014, 253.6295,  -1828.8099, -946.7549, 233.4083,  125, 25, 0
L -1828.8099, -946.7549, 233.4083,  -1828.3888, -981.4579, 217.8562,  125, 25, 0
L -1828.3888, -981.4579, 217.8562,  -1824.5330, -1016.2439, 223.6480,  125, 25, 0
L -1824.5330, -1016.2439, 223.6480,  -1822.3964, -1052.6396, 226.7463,  125, 25, 0
L -1822.3964, -1052.6396, 226.7463,  -1824.3445, -1088.3296, 236.8147,  125, 25, 0
L -1824.3445, -1088.3296, 236.8147,  -1824.8984, -1121.0397, 249.8272,  125, 25, 0
L -1824.8984, -1121.0397, 249.8272,  -1825.6255, -1153.0425, 262.3353,  125, 25, 0
L -1825.6255, -1153.0425, 262.3353,  -1831.5581, -1189.6260, 271.2761,  125, 25, 0
L -1831.5581, -1189.6260, 271.2761,  -1831.9009, -1230.6060, 277.4835,  125, 25, 0
L -1831.9009, -1230.6060, 277.4835,  -1831.2186, -1274.2144, 278.2081,  125, 25, 0
L -1831.2186, -1274.2144, 278.2081,  -1838.9840, -1312.5309, 294.7609,  125, 25, 0
L -1838.9840, -1312.5309, 294.7609,  -1829.0210, -1352.3447, 306.1556,  125, 25, 0
L -1829.0210, -1352.3447, 306.1556,  -1823.7893, -1385.8431, 320.8137,  125, 25, 0
L -1823.7893, -1385.8431, 320.8137,  -1819.7677, -1415.8276, 333.3099,  125, 25, 0
L -1819.7677, -1415.8276, 333.3099,  -1808.3060, -1448.8708, 324.1612,  125, 25, 0
L -1808.3060, -1448.8708, 324.1612,  -1796.2388, -1484.8833, 306.1508,  125, 25, 0
L -1796.2388, -1484.8833, 306.1508,  -1784.5835, -1527.2365, 284.8977,  125, 25, 0
L -1784.5835, -1527.2365, 284.8977,  -1775.7917, -1559.1825, 277.8230,  125, 25, 0
L -1775.7917, -1559.1825, 277.8230,  -1762.7476, -1593.9513, 269.6306,  125, 25, 0
L -1762.7476, -1593.9513, 269.6306,  -1748.2174, -1627.9148, 254.5921,  125, 25, 0
L -1748.2174, -1627.9148, 254.5921,  -1736.1024, -1656.2223, 247.3660,  125, 25, 0
L -1736.1024, -1656.2223, 247.3660,  -1725.1987, -1667.9075, 238.4068,  125, 25, 0
L -1725.1987, -1667.9075, 238.4068,  -1692.1660, -1693.6311, 203.7762,  125, 25, 0
L -1692.1660, -1693.6311, 203.7762,  -1668.5389, -1712.0343, 188.1171,  125, 25, 0
L -1668.5389, -1712.0343, 188.1171,  -1643.4875, -1731.5503, 183.2380,  125, 25, 0
L -1643.4875, -1731.5503, 183.2380,  -1623.8851, -1741.4109, 175.9540,  125, 25, 0
L -1623.8851, -1741.4109, 175.9540,  -1603.1876, -1749.8916, 170.6921,  125, 25, 0
L -1603.1876, -1749.8916, 170.6921,  -1584.6985, -1757.4681, 171.1010,  125, 25, 0
L -1584.6985, -1757.4681, 171.1010,  -1569.0934, -1762.8967, 177.3362,  125, 25, 0
L -1569.0934, -1762.8967, 177.3362,  -1543.7683, -1767.9775, 188.9616,  125, 25, 0
L -1543.7683, -1767.9775, 188.9616,  -1521.4084, -1774.5013, 204.4690,  125, 25, 0
L -1521.4084, -1774.5013, 204.4690,  -1498.6851, -1779.9890, 220.3282,  125, 25, 0
L -1498.6851, -1779.9890, 220.3282,  -1480.1837, -1781.2900, 226.6406,  125, 25, 0
L -1480.1837, -1781.2900, 226.6406,  -1453.6724, -1782.9094, 231.3821,  125, 25, 0
L -1453.6724, -1782.9094, 231.3821,  -1424.3046, -1785.2667, 242.4544,  125, 25, 0
L -1424.3046, -1785.2667, 242.4544,  -1393.8085, -1789.6572, 253.6015,  125, 25, 0
L -1393.8085, -1789.6572, 253.6015,  -1369.8153, -1791.5719, 261.6145,  125, 25, 0
L -1369.8153, -1791.5719, 261.6145,  -1340.2845, -1792.3706, 272.8955,  125, 25, 0
L -1340.2845, -1792.3706, 272.8955,  -1302.0220, -1802.8135, 286.1081,  125, 25, 0
L -1302.0220, -1802.8135, 286.1081,  -1276.3923, -1818.0807, 302.7543,  125, 25, 0
L -1276.3923, -1818.0807, 302.7543,  -1255.6511, -1819.1113, 312.6148,  125, 25, 0
L -1255.6511, -1819.1113, 312.6148,  -1218.5903, -1818.9207, 327.9981,  125, 25, 0
L -1218.5903, -1818.9207, 327.9981,  -1187.3516, -1818.7603, 326.3513,  125, 25, 0
L -1187.3516, -1818.7603, 326.3513,  -1163.2533, -1818.6377, 331.6779,  125, 25, 0
L -1163.2533, -1818.6377, 331.6779,  -1152.8951, -1818.5862, 342.0067,  125, 25, 0
