L 1634.7292, 49.1679, -39.4469,  1641.3250, 51.3826, -40.8870,  0, 0, 0
L 1641.3250, 51.3826, -41.3697,  1643.3873, 43.5610, -41.6067,  0, 0, 0
L 1643.3873, 43.5610, -41.3533,  1636.8461, 41.1905, -40.1046,  0, 0, 0
L 1636.8461, 41.1905, -39.7391,  1634.7292, 49.1679, -39.2146,  0, 0, 0
L 1703.2584, 63.8566, -49.5907,  1700.8188, 73.1133, -49.5907,  0, 0, 0
L 1702.4182, 73.9178, -50.5917,  1697.8577, 85.9887, -50.3016,  0, 0, 0
L 1700.8188, 73.1133, -50.5917,  1707.3610, 75.5400, -50.5917,  0, 0, 0
L 1709.7115, 66.5713, -50.5917,  1707.3610, 75.5400, -50.5917,  0, 0, 0
L 1703.2584, 63.8566, -49.5907,  1709.7115, 66.5713, -50.5917,  0, 0, 0
L 1705.6257, 64.6110, -50.5917,  1720.3558, 22.7711, -52.5616,  0, 0, 0
L 1705.3889, 2.4829, -52.2992,  1686.7377, -4.7750, -50.1809,  0, 0, 0
L -1998.9575, -1984.9790, -136.8940,  -2016.0979, -1983.0387, -137.0535,  127, 64, 0
L -2016.0979, -1983.0387, -137.0535,  -2033.6006, -1996.3052, -137.0462,  127, 64, 0
L -2033.6006, -1996.3052, -137.0462,  -2036.1926, -2021.7935, -110.7910,  127, 64, 0
L -2036.1926, -2021.7935, -110.7910,  -2016.2557, -2033.6030, -121.9252,  127, 64, 0
L -2016.2557, -2033.6030, -121.9252,  -1994.3260, -2023.5460, -100.6845,  127, 64, 0
L -1994.3260, -2023.5460, -100.6845,  -1988.3094, -2000.3329, -107.1263,  127, 64, 0
L -1988.3094, -2000.3329, -107.1263,  -1998.9575, -1984.9790, -136.9423,  127, 64, 0
L -2093.8691, -2080.9519, -128.7757,  -2114.3308, -2081.3450, -134.4136,  127, 64, 0
L -2114.3308, -2081.3450, -134.4136,  -2130.5896, -2083.4272, -135.9507,  127, 64, 0
L -2130.5896, -2083.4272, -135.9507,  -2148.7891, -2089.2219, -138.2992,  127, 64, 0
L -2148.7891, -2089.2219, -138.2992,  -2165.1985, -2097.5056, -140.4911,  127, 64, 0
L -2165.1985, -2097.5056, -140.4911,  -2178.1702, -2107.3052, -142.8509,  127, 64, 0
L -2178.1702, -2107.3052, -142.8509,  -2193.1340, -2123.2585, -145.2757,  127, 64, 0
L -2193.1340, -2123.2585, -145.2757,  -2204.0737, -2142.5210, -147.2946,  127, 64, 0
L -2204.0737, -2142.5210, -147.2946,  -2217.2444, -2167.7859, -149.4888,  127, 64, 0
L -2217.2444, -2167.7859, -149.4888,  -2231.5347, -2184.9795, -151.5772,  127, 64, 0
L -2231.5347, -2184.9795, -151.5772,  -2259.6768, -2202.5137, -153.8726,  127, 64, 0
L -2259.6768, -2202.5137, -153.8726,  -2279.1570, -2208.9692, -155.3495,  127, 64, 0
L -2279.1570, -2208.9692, -155.3495,  -2305.7864, -2208.0427, -158.0778,  127, 64, 0
L -2305.7864, -2208.0427, -158.0778,  -2327.9954, -2203.5403, -160.4099,  127, 64, 0
L -2327.9954, -2203.5403, -160.4099,  -2343.4285, -2199.9692, -163.2086,  127, 64, 0
