L 1278.6210, 1514.7095, -38.7766,  1301.0693, 1512.8328, -39.0439,  125, 25, 0
L 1301.0693, 1512.8328, -39.0439,  1303.2433, 1514.0410, -38.8646,  125, 25, 0
L 1303.2433, 1514.0410, -38.8646,  1320.6903, 1514.2803, -38.9091,  125, 25, 0
L 1320.6903, 1514.2803, -38.9091,  1337.1962, 1522.0533, -39.0665,  125, 25, 0
L 1337.1962, 1522.0533, -39.0665,  1340.0367, 1528.0646, -38.8287,  125, 25, 0
L 1340.0367, 1528.0646, -38.8287,  1346.7327, 1530.8339, -39.0950,  125, 25, 0
L 1346.7327, 1530.8339, -39.0950,  1357.0646, 1540.0121, -38.9551,  125, 25, 0
L 1357.0646, 1540.0121, -38.9551,  1354.4354, 1556.4082, -38.9994,  125, 25, 0
L 1354.4354, 1556.4082, -38.9994,  1350.1665, 1572.1733, -39.3673,  125, 25, 0
L 1350.1665, 1572.1733, -39.3673,  1298.7140, 1579.1169, -38.9827,  125, 25, 0
L 1298.7140, 1579.1169, -38.9827,  1268.9130, 1574.2200, -38.8669,  125, 25, 0
L 1268.9130, 1574.2200, -38.8669,  1259.8479, 1547.7397, -38.9499,  125, 25, 0
L 1259.8479, 1547.7397, -38.9499,  1266.8289, 1526.1266, -38.8914,  125, 25, 0
L 1266.8289, 1526.1266, -38.8914,  1265.1846, 1523.6660, -39.0681,  125, 25, 0
L 1265.1846, 1523.6660, -39.0681,  1268.6896, 1519.3885, -38.9802,  125, 25, 0
L 1268.6896, 1519.3885, -38.9802,  1278.6210, 1514.7095, -38.9030,  125, 25, 0
L 1127.8560, 410.5088, -4.4809,  1040.3053, 451.9191, -4.4777,  240, 240, 240
L 1040.3053, 451.9191, -4.4777,  998.6757, 363.2348, -4.4604,  240, 240, 240
L 998.6757, 363.2348, -4.4604,  1083.9468, 322.9085, -4.4638,  240, 240, 240
L 1086.7822, 323.6646, -4.4416,  1127.8560, 410.5088, -4.4743,  240, 240, 240
L 1000.4241, 397.1305, -18.6141,  1012.0594, 391.7465, -10.0314,  240, 240, 240
L 992.2490, 379.8050, -18.2474,  1003.8751, 374.3113, -10.0314,  240, 240, 240
L 992.2490, 379.8050, -18.3723,  1000.4241, 397.1305, -18.7362,  240, 240, 240
L 963.9398, -90.8980, -3.0821,  959.0775, -107.9415, 10.0196,  240, 240, 240
L 947.3236, -104.3760, 14.5595,  918.8857, -198.1209, 14.5595,  240, 240, 240
L 918.8857, -198.1209, 14.5595,  1012.6306, -226.5580, 14.5595,  240, 240, 240
L 1012.6306, -226.5580, 14.5595,  1041.0676, -132.8128, 14.5595,  240, 240, 240
L 1041.0676, -132.8128, 14.5595,  947.3236, -104.3760, 14.5594,  240, 240, 240
L 977.2930, -113.4671, 10.0356,  982.8305, -97.5457, -3.3638,  240, 240, 240
L 982.8305, -97.5457, -3.3638,  963.9398, -90.8980, -3.4745,  240, 240, 240
L 1869.9285, 1802.4406, 4.7808,  1869.9554, -1750.9510, 3.2061,  125, 25, 0
L 1869.9554, -1750.9510, 159.9559,  -1996.1646, -1751.6638, 105.7984,  125, 25, 0
L -1996.1646, -1751.6638, 17.4114,  -1996.4894, 942.1255, 68.4364,  125, 25, 0
L -1989.1735, 1809.6890, 23.5097,  1869.9285, 1802.4406, -11.8937,  125, 25, 0
L 896.4008, 1129.4283, -38.7323,  907.5530, 1131.6023, -38.9600,  125, 25, 0
L 907.5530, 1131.6023, -38.9600,  932.1254, 1151.7003, -38.8419,  125, 25, 0
L 932.1254, 1151.7003, -38.8419,  962.8135, 1197.2853, -38.7332,  125, 25, 0
L 962.8135, 1197.2853, -38.7332,  968.9140, 1207.2321, -39.1407,  125, 25, 0
L 968.9140, 1207.2321, -39.1407,  969.3103, 1260.5175, -38.6137,  125, 25, 0
L 969.3103, 1260.5175, -38.6137,  951.3125, 1336.7950, -39.1584,  125, 25, 0
L 951.3125, 1336.7950, -39.1584,  917.5190, 1379.4082, -38.7199,  125, 25, 0
L 917.5190, 1379.4082, -38.7199,  865.5786, 1419.9292, -38.9232,  125, 25, 0
L 865.5786, 1419.9292, -38.9232,  853.3894, 1422.2212, -38.5217,  125, 25, 0
L 853.3894, 1422.2212, -38.5217,  758.6398, 1463.3478, -39.3810,  125, 25, 0
L 758.6398, 1463.3478, -39.3810,  683.6105, 1443.6620, -38.4639,  125, 25, 0
L 683.6105, 1443.6620, -38.4639,  672.3202, 1443.9860, -39.2120,  125, 25, 0
L 672.3202, 1443.9860, -39.2120,  651.7997, 1442.7454, -38.8652,  125, 25, 0
L 651.7997, 1442.7454, -38.8652,  644.9963, 1440.6787, -38.8196,  125, 25, 0
L 644.9963, 1440.6787, -38.8196,  576.7113, 1445.6083, -38.9412,  125, 25, 0
