L 596.3430, -551.3440, -226.1519,  595.7834, -514.2042, -234.6171,  0, 0, 0
L 595.7834, -514.2042, -235.9311,  641.3817, -515.3400, -229.7117,  0, 0, 0
L 641.3817, -515.3400, -229.7117,  692.9615, -513.8876, -236.8481,  0, 0, 0
L 692.9615, -513.8876, -236.8481,  739.1382, -526.4360, -266.6052,  0, 0, 0
L 739.1382, -526.4360, -266.6052,  788.9764, -537.8840, -284.8095,  0, 0, 0
L 788.9764, -537.8840, -284.8095,  838.6226, -563.6761, -291.8100,  0, 0, 0
L 838.6226, -563.6761, -291.8100,  886.5832, -587.6547, -285.1034,  0, 0, 0
L 886.5832, -587.6547, -285.1034,  934.8341, -642.2951, -311.7628,  0, 0, 0
L 934.8341, -642.2951, -311.7628,  980.9977, -696.4882, -304.7998,  0, 0, 0
L 980.9977, -696.4882, -304.7998,  1020.9564, -739.2120, -302.4898,  0, 0, 0
L 1020.9564, -739.2120, -302.4898,  1056.9662, -772.3731, -309.3140,  0, 0, 0
L 1056.9662, -772.3731, -309.3140,  1075.5730, -772.9139, -324.9238,  0, 0, 0
L 1075.5730, -772.9139, -326.1958,  1076.1727, -869.2910, -326.1675,  0, 0, 0
L 1076.1727, -869.2910, -326.1675,  1075.7810, -968.3409, -372.8725,  0, 0, 0
L 1075.7810, -968.3409, -374.2336,  1066.4921, -1015.9199, -373.7905,  0, 0, 0
L 1066.4921, -1015.9199, -373.7905,  1087.4575, -1097.3361, -383.8416,  0, 0, 0
L 1087.4575, -1097.3361, -383.8416,  1121.3462, -1097.1210, -374.1526,  0, 0, 0
L 1121.3462, -1097.1210, -374.1526,  1130.2101, -1049.6584, -373.5715,  0, 0, 0
L 1130.2101, -1049.6584, -373.5715,  1130.8616, -1015.2834, -373.7112,  0, 0, 0
L 1130.8616, -1015.2834, -373.7112,  1119.6675, -965.3253, -373.9153,  0, 0, 0
L 1119.6675, -965.3253, -373.9153,  1119.7972, -773.4670, -326.3872,  0, 0, 0
L 1119.7972, -773.4670, -323.2260,  1199.1768, -772.6743, -307.7490,  0, 0, 0
L 1199.1768, -772.6743, -308.8724,  1268.9613, -696.9139, -307.8292,  0, 0, 0
L 1268.9613, -696.9139, -307.8292,  1270.7734, -691.4402, -304.1827,  0, 0, 0
L 1270.7734, -691.4402, -304.1827,  1271.3530, -617.7636, -324.7096,  0, 0, 0
L 1271.3530, -617.7636, -326.5790,  1367.1958, -617.2693, -326.1818,  0, 0, 0
L 1367.1958, -617.2693, -326.1818,  1465.5626, -617.4859, -374.1573,  0, 0, 0
L 1465.5626, -617.4859, -374.1573,  1511.6078, -626.5040, -373.9341,  0, 0, 0
L 1511.6078, -626.5040, -373.9341,  1546.9192, -626.6785, -373.5892,  0, 0, 0
L 1546.9192, -626.6785, -373.5892,  1546.9192, -626.6785, -373.5892,  0, 0, 0
L 1546.9192, -626.6785, -373.5892,  1595.3409, -615.8596, -374.1843,  0, 0, 0
